shirt,pants,shoes,style,shirt_subtype,pants_subtype,shoes_subtype,fit,temperature,occasion,outerwear,score
black,black,grey,gorpcore,hoodie,track_pants,running_shoes,skinny,hot,lounge,overcoat,0.25
grey,red,red,vintage,flannel,pleated_trousers,chelsea_boots,slim,cold,university,bomber,0.5
white,gold,green,vintage,turtleneck,track_pants,chunky_sneakers,relaxed,cold,business,parka,0.5
olive,charcoal,red,vintage,cardigan,shorts,boots,regular,freezing,gym,leather_jacket,0.0
white,charcoal,gold,smart_casual,overshirt,cargos,slides,cropped,hot,party,peacoat,0.25
white,silver,cream,minimal,hoodie,shorts,chelsea_boots,slim,hot,party,puffer,0.25
black,red,silver,gorpcore,sweater,swim_shorts,loafers,slim,mild,date,suit_jacket,0.3
cream,green,grey,minimal,polo,shorts,running_shoes,relaxed,warm,gym,overcoat,0.25
navy,red,black,minimal,graphic_tee,shorts,slides,slim,hot,business,overcoat,0.0
blue,grey,beige,vintage,graphic_tee,jeans,chelsea_boots,skinny,warm,travel,none,0.5
yellow,burgundy,blue,formal,overshirt,carpenter_pants,slides,relaxed,warm,club,peacoat,0.0
beige,yellow,beige,minimal,dress_shirt,cargos,sandals,regular,mild,club,denim_jacket,0.55
olive,white,yellow,athleisure,polo,joggers,slides,relaxed,warm,party,overcoat,0.5
olive,blue,green,formal,hoodie,carpenter_pants,chelsea_boots,slim,hot,business,peacoat,0.05
beige,brown,beige,athleisure,hoodie,sweatpants,chelsea_boots,slim,cold,party,puffer,0.55
silver,gold,burgundy,formal,turtleneck,joggers,slides,relaxed,warm,travel,parka,0.0
navy,charcoal,charcoal,gorpcore,turtleneck,carpenter_pants,boots,oversized,mild,travel,none,0.6
olive,blue,black,vintage,graphic_tee,sweatpants,running_shoes,relaxed,hot,business,suit_jacket,0.0
cream,cream,gold,gorpcore,overshirt,carpenter_pants,loafers,skinny,hot,lounge,suit_jacket,0.14999999999999997
gold,gold,beige,casual,long_sleeve,shorts,running_shoes,relaxed,mild,gym,none,0.25
grey,olive,navy,casual,long_sleeve,joggers,chelsea_boots,skinny,mild,date,varsity_jacket,0.5
black,blue,yellow,old_money,oxford,sweatpants,boots,cropped,freezing,lounge,bomber,0.25
grey,white,navy,gorpcore,henley,joggers,chunky_sneakers,cropped,hot,party,puffer,0.35
silver,green,burgundy,formal,oxford,cargos,boots,skinny,cold,business,leather_jacket,0.0
yellow,yellow,silver,vintage,flannel,carpenter_pants,loafers,slim,cold,business,windbreaker,0.5
silver,black,yellow,formal,long_sleeve,chinos,loafers,relaxed,cold,lounge,suit_jacket,0.5
black,grey,yellow,vintage,turtleneck,swim_shorts,derbies,relaxed,freezing,travel,blazer,0.0
brown,burgundy,cream,minimal,oxford,cargos,sandals,skinny,warm,party,peacoat,0.5
grey,beige,black,athleisure,polo,jeans,loafers,slim,warm,university,parka,0.35
blue,white,grey,formal,hoodie,carpenter_pants,chelsea_boots,relaxed,mild,university,leather_jacket,0.05
beige,red,silver,vintage,long_sleeve,jeans,boots,slim,mild,business,none,0.5
burgundy,burgundy,black,minimal,turtleneck,shorts,running_shoes,slim,hot,travel,parka,0.25
brown,burgundy,silver,vintage,henley,joggers,sandals,oversized,cold,date,parka,0.5
yellow,burgundy,cream,old_money,tee,joggers,sneakers,slim,cold,club,overcoat,0.4
white,charcoal,brown,minimal,graphic_tee,swim_shorts,chelsea_boots,relaxed,mild,date,parka,0.5
cream,cream,brown,old_money,hoodie,trousers,boots,cropped,mild,party,suit_jacket,0.25
brown,grey,black,streetwear,sweater,jeans,running_shoes,cropped,mild,date,leather_jacket,0.5
blue,yellow,green,minimal,henley,pleated_trousers,boots,relaxed,freezing,travel,parka,0.65
beige,black,olive,streetwear,sweatshirt,cargos,loafers,regular,hot,lounge,suit_jacket,0.25
blue,white,burgundy,formal,henley,jeans,loafers,slim,cold,club,suit_jacket,0.5
silver,green,charcoal,minimal,overshirt,trousers,slides,skinny,cold,party,overcoat,0.5
navy,cream,olive,gorpcore,oxford,shorts,sandals,skinny,freezing,gym,denim_jacket,0.0
charcoal,burgundy,beige,streetwear,overshirt,pleated_trousers,sneakers,skinny,hot,club,gilet,0.5
navy,green,burgundy,vintage,hoodie,chinos,loafers,oversized,warm,travel,gilet,0.5
yellow,red,gold,vintage,long_sleeve,track_pants,derbies,oversized,hot,party,none,0.5
brown,silver,white,formal,turtleneck,jeans,sneakers,regular,cold,travel,overcoat,0.5
white,silver,silver,casual,henley,pleated_trousers,slides,regular,freezing,university,none,0.2
black,silver,silver,formal,cardigan,shorts,running_shoes,relaxed,freezing,travel,windbreaker,0.0
brown,charcoal,green,athleisure,hoodie,sweatpants,sandals,skinny,hot,lounge,leather_jacket,0.0
black,green,gold,vintage,henley,shorts,derbies,cropped,cold,club,blazer,0.5
red,cream,gold,streetwear,flannel,sweatpants,loafers,skinny,warm,club,peacoat,0.5
olive,brown,white,minimal,tee,track_pants,sandals,slim,hot,gym,denim_jacket,0.0
olive,gold,yellow,athleisure,dress_shirt,track_pants,running_shoes,relaxed,hot,travel,trench,0.25
beige,grey,black,athleisure,turtleneck,pleated_trousers,slides,regular,freezing,university,overcoat,0.65
gold,green,burgundy,casual,long_sleeve,jeans,slides,cropped,mild,university,puffer,0.5
yellow,charcoal,blue,athleisure,hoodie,trousers,boots,oversized,mild,university,suit_jacket,0.35
grey,red,charcoal,vintage,oxford,swim_shorts,chunky_sneakers,skinny,hot,date,gilet,0.5
olive,cream,cream,smart_casual,flannel,trousers,derbies,cropped,freezing,lounge,denim_jacket,0.5
green,yellow,yellow,vintage,hoodie,track_pants,slides,oversized,mild,lounge,varsity_jacket,0.5
silver,navy,olive,old_money,sweater,jeans,boots,slim,cold,university,peacoat,0.5
beige,red,burgundy,streetwear,cardigan,track_pants,boots,regular,freezing,club,overcoat,0.65
silver,blue,gold,smart_casual,sweatshirt,track_pants,sandals,slim,mild,travel,leather_jacket,0.5
green,charcoal,green,streetwear,overshirt,carpenter_pants,chelsea_boots,regular,mild,date,trench,0.55
silver,white,silver,minimal,dress_shirt,jeans,running_shoes,oversized,cold,gym,peacoat,0.11000000000000001
red,red,olive,streetwear,turtleneck,carpenter_pants,chelsea_boots,regular,freezing,party,denim_jacket,0.5
green,grey,red,casual,hoodie,shorts,boots,skinny,freezing,university,suit_jacket,0.0
red,blue,green,gorpcore,tee,chinos,boots,relaxed,cold,gym,varsity_jacket,0.0
red,olive,blue,streetwear,flannel,shorts,chunky_sneakers,skinny,cold,gym,bomber,0.5
beige,brown,grey,athleisure,sweatshirt,trousers,chunky_sneakers,regular,freezing,travel,leather_jacket,0.35
yellow,brown,burgundy,streetwear,polo,chinos,boots,skinny,hot,business,denim_jacket,0.25
blue,brown,grey,streetwear,tee,shorts,chelsea_boots,skinny,cold,university,gilet,0.5
white,black,olive,streetwear,long_sleeve,pleated_trousers,slides,skinny,freezing,gym,peacoat,0.5
blue,blue,green,minimal,graphic_tee,sweatpants,chelsea_boots,skinny,warm,party,blazer,0.5
yellow,navy,grey,smart_casual,overshirt,track_pants,slides,oversized,hot,date,bomber,0.25
silver,black,cream,vintage,hoodie,pleated_trousers,slides,relaxed,cold,business,overcoat,0.0
brown,grey,navy,streetwear,hoodie,shorts,running_shoes,relaxed,mild,date,blazer,0.5
cream,blue,red,old_money,polo,swim_shorts,chunky_sneakers,slim,freezing,date,denim_jacket,0.0
olive,grey,grey,gorpcore,cardigan,carpenter_pants,slides,regular,warm,business,trench,0.0
red,brown,beige,vintage,sweatshirt,jeans,chunky_sneakers,slim,freezing,club,denim_jacket,0.5
cream,red,gold,vintage,graphic_tee,sweatpants,running_shoes,skinny,warm,business,blazer,0.0
beige,cream,charcoal,casual,oxford,jeans,chelsea_boots,regular,freezing,university,varsity_jacket,0.5
burgundy,olive,olive,vintage,long_sleeve,jeans,sneakers,slim,freezing,gym,trench,0.1
green,olive,silver,smart_casual,long_sleeve,pleated_trousers,sneakers,relaxed,mild,club,none,0.5
beige,beige,white,vintage,oxford,jeans,sneakers,relaxed,freezing,lounge,denim_jacket,0.5
gold,yellow,gold,formal,oxford,jeans,chelsea_boots,cropped,cold,lounge,blazer,0.55
black,olive,silver,minimal,hoodie,swim_shorts,chelsea_boots,skinny,hot,business,puffer,0.0
silver,charcoal,white,vintage,henley,joggers,running_shoes,slim,freezing,travel,leather_jacket,0.5
black,green,blue,smart_casual,hoodie,swim_shorts,derbies,skinny,hot,lounge,overcoat,0.25
red,red,olive,minimal,cardigan,joggers,sandals,regular,warm,university,gilet,0.5
charcoal,brown,burgundy,formal,graphic_tee,chinos,slides,slim,mild,club,blazer,0.0
black,yellow,navy,minimal,graphic_tee,track_pants,sneakers,skinny,cold,party,parka,0.5
white,olive,black,gorpcore,long_sleeve,trousers,chunky_sneakers,oversized,hot,business,blazer,0.25
charcoal,brown,green,athleisure,henley,jeans,chelsea_boots,oversized,warm,lounge,varsity_jacket,0.35
olive,yellow,blue,vintage,overshirt,swim_shorts,loafers,cropped,freezing,business,none,0.0
blue,yellow,grey,formal,dress_shirt,joggers,boots,slim,freezing,gym,varsity_jacket,0.0
white,olive,brown,old_money,sweater,sweatpants,chunky_sneakers,relaxed,cold,business,none,0.0
yellow,silver,blue,gorpcore,overshirt,pleated_trousers,sneakers,oversized,hot,university,blazer,0.25
green,beige,beige,gorpcore,overshirt,carpenter_pants,chunky_sneakers,oversized,cold,lounge,windbreaker,0.6
olive,silver,green,athleisure,cardigan,shorts,chunky_sneakers,skinny,cold,travel,puffer,0.4
olive,olive,black,smart_casual,overshirt,track_pants,boots,cropped,freezing,university,parka,0.65
beige,green,navy,formal,turtleneck,jeans,running_shoes,oversized,freezing,club,overcoat,0.0
red,charcoal,red,formal,turtleneck,swim_shorts,chunky_sneakers,relaxed,warm,party,peacoat,0.0
black,green,silver,athleisure,overshirt,pleated_trousers,running_shoes,regular,mild,university,blazer,0.5
blue,olive,charcoal,old_money,tee,jeans,chunky_sneakers,slim,warm,club,none,0.4
navy,charcoal,cream,gorpcore,sweatshirt,shorts,derbies,regular,mild,club,blazer,0.5
gold,olive,burgundy,minimal,graphic_tee,trousers,slides,cropped,warm,lounge,blazer,0.5
yellow,burgundy,beige,athleisure,sweater,jeans,derbies,slim,freezing,party,varsity_jacket,0.35
blue,charcoal,grey,formal,sweatshirt,cargos,chunky_sneakers,oversized,cold,lounge,none,0.0
gold,gold,beige,formal,oxford,sweatpants,loafers,skinny,warm,club,none,0.0
gold,red,blue,casual,oxford,joggers,slides,relaxed,freezing,club,varsity_jacket,0.5
cream,yellow,red,vintage,overshirt,sweatpants,sandals,skinny,hot,travel,leather_jacket,0.1
navy,green,beige,smart_casual,tee,joggers,derbies,oversized,warm,travel,overcoat,0.5
gold,beige,red,streetwear,tee,chinos,chunky_sneakers,cropped,warm,travel,windbreaker,0.5
olive,charcoal,cream,athleisure,overshirt,trousers,sandals,relaxed,mild,business,denim_jacket,0.0
blue,silver,yellow,formal,sweater,carpenter_pants,running_shoes,slim,hot,lounge,windbreaker,0.0
grey,blue,green,formal,henley,pleated_trousers,loafers,slim,hot,university,puffer,0.25
grey,olive,yellow,old_money,long_sleeve,chinos,chunky_sneakers,oversized,mild,club,varsity_jacket,0.5
brown,green,beige,formal,graphic_tee,cargos,loafers,cropped,warm,travel,bomber,0.0
gold,grey,black,vintage,cardigan,sweatpants,boots,oversized,mild,travel,bomber,0.5
olive,green,yellow,minimal,turtleneck,joggers,loafers,regular,hot,business,leather_jacket,0.0
white,yellow,olive,casual,cardigan,joggers,derbies,slim,freezing,lounge,trench,0.5
blue,olive,burgundy,athleisure,overshirt,carpenter_pants,sneakers,cropped,freezing,date,leather_jacket,0.5
green,olive,white,minimal,sweater,jeans,slides,cropped,warm,business,none,0.0
black,beige,grey,gorpcore,graphic_tee,jeans,boots,slim,mild,party,blazer,0.5
gold,cream,red,minimal,turtleneck,trousers,sandals,skinny,mild,business,trench,0.0
olive,black,olive,athleisure,flannel,carpenter_pants,chelsea_boots,regular,cold,business,bomber,0.55
cream,green,navy,old_money,cardigan,carpenter_pants,running_shoes,cropped,hot,university,windbreaker,0.25
charcoal,charcoal,white,streetwear,long_sleeve,joggers,slides,oversized,hot,club,none,0.5
olive,cream,charcoal,formal,sweatshirt,carpenter_pants,chunky_sneakers,skinny,cold,travel,windbreaker,0.5
cream,brown,yellow,casual,long_sleeve,swim_shorts,derbies,cropped,freezing,party,denim_jacket,0.0
silver,gold,navy,formal,oxford,track_pants,running_shoes,slim,mild,lounge,puffer,0.0
silver,white,white,casual,tee,track_pants,boots,skinny,mild,party,leather_jacket,0.5
grey,burgundy,olive,casual,turtleneck,swim_shorts,boots,oversized,warm,travel,gilet,0.5
gold,yellow,brown,athleisure,overshirt,pleated_trousers,loafers,oversized,hot,travel,parka,0.25
grey,blue,gold,smart_casual,polo,swim_shorts,sneakers,regular,warm,party,parka,0.5
white,gold,navy,old_money,sweatshirt,joggers,sandals,slim,mild,university,varsity_jacket,0.5
charcoal,red,white,athleisure,polo,jeans,derbies,regular,freezing,lounge,suit_jacket,0.35
white,cream,gold,gorpcore,oxford,joggers,slides,cropped,cold,lounge,suit_jacket,0.5
white,black,olive,casual,graphic_tee,jeans,boots,relaxed,warm,club,leather_jacket,0.5
blue,navy,grey,smart_casual,graphic_tee,swim_shorts,running_shoes,slim,hot,lounge,suit_jacket,0.25
red,beige,gold,minimal,dress_shirt,sweatpants,chunky_sneakers,skinny,freezing,gym,bomber,0.25
burgundy,charcoal,navy,athleisure,henley,cargos,running_shoes,regular,freezing,lounge,puffer,0.65
black,black,burgundy,streetwear,long_sleeve,track_pants,running_shoes,cropped,mild,date,puffer,0.5
brown,black,gold,gorpcore,hoodie,chinos,loafers,skinny,freezing,lounge,bomber,0.3
beige,black,brown,athleisure,sweatshirt,swim_shorts,sneakers,oversized,freezing,lounge,denim_jacket,0.0
grey,cream,charcoal,athleisure,flannel,chinos,sandals,skinny,freezing,club,peacoat,0.4
grey,gold,blue,gorpcore,cardigan,swim_shorts,sandals,oversized,freezing,party,varsity_jacket,0.0
navy,white,red,gorpcore,sweater,joggers,chelsea_boots,skinny,mild,lounge,varsity_jacket,0.5
gold,charcoal,brown,smart_casual,oxford,chinos,boots,slim,freezing,date,peacoat,0.5
brown,green,burgundy,athleisure,sweater,pleated_trousers,chunky_sneakers,regular,mild,gym,peacoat,0.5
navy,gold,cream,smart_casual,overshirt,sweatpants,running_shoes,regular,mild,gym,leather_jacket,0.25
charcoal,burgundy,white,vintage,sweatshirt,carpenter_pants,boots,skinny,cold,club,none,0.5
cream,grey,charcoal,casual,dress_shirt,joggers,boots,regular,cold,business,windbreaker,0.0
silver,black,blue,streetwear,overshirt,chinos,sandals,cropped,cold,gym,bomber,0.1
charcoal,cream,red,casual,tee,swim_shorts,chelsea_boots,skinny,warm,club,suit_jacket,0.5
white,yellow,red,old_money,tee,cargos,chunky_sneakers,slim,mild,university,trench,0.25
green,green,cream,streetwear,flannel,trousers,sandals,regular,mild,business,peacoat,0.0
beige,green,silver,minimal,graphic_tee,sweatpants,chunky_sneakers,oversized,mild,gym,peacoat,0.25
burgundy,burgundy,yellow,smart_casual,flannel,shorts,derbies,regular,freezing,date,leather_jacket,0.0
charcoal,blue,cream,old_money,cardigan,cargos,slides,slim,warm,date,gilet,0.25
burgundy,gold,navy,old_money,sweatshirt,shorts,loafers,regular,hot,travel,overcoat,0.25
black,beige,olive,smart_casual,henley,carpenter_pants,running_shoes,regular,warm,gym,denim_jacket,0.25
black,grey,beige,minimal,graphic_tee,sweatpants,running_shoes,cropped,cold,gym,none,0.25
green,white,silver,athleisure,graphic_tee,trousers,derbies,relaxed,mild,university,leather_jacket,0.35
blue,blue,silver,streetwear,long_sleeve,cargos,slides,skinny,mild,gym,bomber,0.5
green,white,charcoal,streetwear,henley,sweatpants,chelsea_boots,oversized,mild,party,peacoat,0.5
navy,gold,yellow,vintage,cardigan,jeans,slides,oversized,mild,travel,blazer,0.5
silver,red,cream,athleisure,hoodie,trousers,boots,slim,cold,lounge,parka,0.35
brown,brown,brown,athleisure,henley,pleated_trousers,chelsea_boots,slim,cold,lounge,trench,0.55
charcoal,navy,charcoal,old_money,oxford,cargos,derbies,skinny,warm,lounge,blazer,0.275
beige,yellow,charcoal,old_money,tee,swim_shorts,slides,relaxed,cold,travel,overcoat,0.5
red,gold,olive,streetwear,henley,carpenter_pants,derbies,skinny,cold,travel,none,0.5
grey,navy,olive,casual,sweater,trousers,running_shoes,slim,mild,business,bomber,0.0
brown,grey,burgundy,streetwear,tee,swim_shorts,sneakers,relaxed,mild,date,leather_jacket,0.5
red,blue,white,minimal,sweater,sweatpants,chunky_sneakers,oversized,cold,date,blazer,0.5
red,silver,charcoal,smart_casual,dress_shirt,pleated_trousers,slides,regular,cold,business,none,0.0
olive,grey,olive,smart_casual,turtleneck,shorts,chunky_sneakers,skinny,freezing,club,puffer,0.0
grey,yellow,brown,streetwear,graphic_tee,shorts,sneakers,regular,mild,gym,bomber,0.5
olive,grey,red,athleisure,sweatshirt,jeans,boots,regular,mild,date,gilet,0.35
olive,brown,brown,streetwear,polo,jeans,slides,oversized,freezing,lounge,parka,0.65
yellow,burgundy,brown,casual,tee,sweatpants,sneakers,regular,mild,business,varsity_jacket,0.0
red,cream,yellow,vintage,graphic_tee,pleated_trousers,sneakers,relaxed,mild,date,blazer,0.5
silver,green,red,smart_casual,sweatshirt,track_pants,boots,regular,mild,club,varsity_jacket,0.5
beige,beige,yellow,formal,dress_shirt,joggers,boots,skinny,warm,gym,parka,0.0
brown,green,brown,old_money,overshirt,shorts,sneakers,skinny,mild,university,puffer,0.55
red,yellow,cream,streetwear,graphic_tee,pleated_trousers,loafers,relaxed,cold,travel,puffer,0.5
white,navy,yellow,vintage,oxford,carpenter_pants,slides,slim,mild,date,parka,0.5
green,cream,blue,minimal,oxford,chinos,chelsea_boots,relaxed,mild,club,blazer,0.5
red,green,beige,minimal,polo,carpenter_pants,chelsea_boots,slim,freezing,business,gilet,0.2
cream,grey,beige,old_money,overshirt,trousers,chelsea_boots,relaxed,mild,gym,blazer,0.0
grey,red,grey,vintage,cardigan,trousers,derbies,relaxed,hot,business,puffer,0.275
yellow,burgundy,brown,casual,tee,jeans,slides,regular,hot,party,trench,0.25
beige,cream,charcoal,old_money,cardigan,swim_shorts,sandals,slim,freezing,date,suit_jacket,0.0
navy,cream,blue,old_money,polo,cargos,derbies,skinny,freezing,club,varsity_jacket,0.25
brown,brown,black,old_money,tee,shorts,slides,regular,freezing,university,windbreaker,0.0
beige,beige,charcoal,old_money,tee,sweatpants,slides,cropped,cold,lounge,leather_jacket,0.25
olive,silver,beige,casual,hoodie,cargos,chunky_sneakers,regular,mild,lounge,none,0.5
green,navy,gold,vintage,overshirt,joggers,chunky_sneakers,slim,hot,travel,trench,0.25
red,burgundy,gold,smart_casual,hoodie,cargos,slides,skinny,warm,date,parka,0.5
cream,gold,grey,smart_casual,oxford,track_pants,slides,oversized,mild,business,peacoat,0.0
black,charcoal,charcoal,formal,tee,chinos,chunky_sneakers,regular,cold,travel,puffer,0.5
yellow,red,white,casual,graphic_tee,cargos,loafers,relaxed,cold,date,denim_jacket,0.5
white,cream,green,minimal,long_sleeve,carpenter_pants,running_shoes,relaxed,cold,travel,puffer,0.5
black,yellow,black,vintage,polo,shorts,chunky_sneakers,cropped,hot,university,suit_jacket,0.275
yellow,olive,green,minimal,graphic_tee,cargos,chunky_sneakers,skinny,cold,business,blazer,0.0
black,silver,white,streetwear,cardigan,trousers,chelsea_boots,slim,mild,club,none,0.5
